id,url,tweet,date,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName
1855980117316571100,https://x.com/warrenchris705/status/1855980117316571259,@cardtonic Please help me to solve my problem,2024-11-11 14:25:00,0,3,0,0,80.0,cardtonic,1,22,warrenchris705
1855959424285753900,https://x.com/owolanky/status/1855959424285753822,"@SaintKi24488722 @Incognito7410 @Mohammed_Olawal @StatiSense By the way Cardtonic is owned by a Yoruba man, Jumia is foreign and Slot is the only Igbo own on the list, so why are you showing me ? 😂",2024-11-11 13:03:00,0,0,0,0,29.0,SaintKi24488722,1214,440,owolanky
1855918454567510000,https://x.com/ItzRoyzae/status/1855918454567510128,"@cardtonic Hello, I have been trying to subscribe for Twitter premium using your virtual card it isn’t working. Now am trying to remove my money it still isn’t working. Why?",2024-11-11 10:20:00,0,1,0,0,67.0,cardtonic,1169,58,ItzRoyzae
1855895431382770200,https://x.com/uche_ui/status/1855895431382770105,@theyasmeeniah Better switch to @clevabanking or @cardtonic,2024-11-11 08:48:00,0,0,2,0,840.0,theyasmeeniah,1186,300,uche_ui
1855886553727283500,https://x.com/khalid_koiki/status/1855886553727283499,"@theyasmeeniah Try cardtonic, tribapay or grey",2024-11-11 08:13:00,0,0,0,0,500.0,theyasmeeniah,1702,1556,khalid_koiki
1855795369872908300,https://x.com/belteshazzzar/status/1855795369872908404,@Isiego_ Me VS Cardronic @cardtonic this year😭,2024-11-11 02:11:00,0,0,0,0,89.0,Isiego_,264,506,belteshazzzar
1855746739745292500,https://x.com/ONLY_ONE_RICK/status/1855746739745292424,@cardtonic @cardtonic what is wrong with una app trade way I do since e never drop,2024-11-10 22:57:00,0,1,0,0,53.0,cardtonic,130,1347,ONLY_ONE_RICK
1855683650647474400,https://x.com/_Kvnl3/status/1855683650647474529,@cardtonic yours is a poorly managed business.,2024-11-10 18:47:00,0,1,0,0,43.0,cardtonic,43,56,_Kvnl3
1855623565053477000,https://x.com/John_giao/status/1855623565053477203,"@cardtonic The price you receive is very low, the price you sell is very high, and you will be able to do business.",2024-11-10 14:48:00,0,0,0,0,28.0,cardtonic,0,6,John_giao
1855528863511556600,https://x.com/OPay_NG/status/1855528863511556523,"@TrulyDearest_ @chippercashapp @cardtonic Hello @TrulyDearest_,
Thank you for contacting OPay! We apologize for the unpleasant experience. Kindly note that feedback has been provided to you via DM to assist you further. Thank you for choosing OPay.
E.M",2024-11-10 08:32:00,0,0,0,0,36.0,TrulyDearest_,285703,2,OPay_NG
1855351442808373200,https://x.com/Quazyjaey/status/1855351442808373338,"@cardtonic why can’t i login to my account anymore since yesterday??

keeps saying “pls update your application to login” @cardtonic",2024-11-09 20:47:00,0,3,0,0,101.0,cardtonic,1009,929,Quazyjaey
1855205796851642400,https://x.com/getpaid006/status/1855205796851642436,"@onyedkah @OCharles0974279 @cardtonic Guy they’re scammers don’t use them again.. please spread the news!!

One of these days I will pay a blogger to bring them down!!",2024-11-09 11:08:00,2,0,0,0,314.0,onyedkah,1588,103,getpaid006
1855205377387774500,https://x.com/OCharles0974279/status/1855205377387774413,@onyedkah @cardtonic @getpaid006 Is getting more obvious that they're scamming innocent People,2024-11-09 11:06:00,0,0,0,0,89.0,onyedkah,12654,298,OCharles0974279
1855186687044809000,https://x.com/onyedkah/status/1855186687044808833,@OCharles0974279 @cardtonic @getpaid006 They ain’t transparent anymore,2024-11-09 09:52:00,0,0,0,0,54.0,OCharles0974279,26,14,onyedkah
1855186653515506200,https://x.com/onyedkah/status/1855186653515506063,"@OCharles0974279 @cardtonic @getpaid006 Same issue I had, they kept on telling me it was redeemed elsewhere",2024-11-09 09:52:00,0,2,1,0,58.0,OCharles0974279,26,14,onyedkah
1855032189983048200,https://x.com/getpaid006/status/1855032189983048109,"@OvGenesis1 @cardtonic That’s their pattern,load some and reject a few for their own personal gains",2024-11-08 23:38:00,0,0,1,0,34.0,OvGenesis1,1588,103,getpaid006
1855011660324286700,https://x.com/OvGenesis1/status/1855011660324286723,@getpaid006 @cardtonic 500$ failed others worked,2024-11-08 22:16:00,0,1,1,0,69.0,getpaid006,159,298,OvGenesis1
1854973746517623000,https://x.com/Teekash4441541/status/1854973746517623047,@cardtonic I will post you has scam now what all this https://t.co/KS8aUF5N0p,2024-11-08 19:46:00,0,1,0,0,24.0,cardtonic,0,7,Teekash4441541
1854913068964184000,https://x.com/ElMachiavellII/status/1854913068964184090,"@cardtonic you guys are beginning to really piss me off, loading card for over 1hr. I hope you are not about to rip me",2024-11-08 15:45:00,0,3,0,0,70.0,cardtonic,488,1596,ElMachiavellII
1854912172918280400,https://x.com/getpaid006/status/1854912172918280415,@SLYMpicks Boss bless me with any amount. @cardtonic  ripp me 🙏🙏🙏,2024-11-08 15:41:00,0,0,0,0,37.0,BigSlym1,1588,103,getpaid006
1854908677788254200,https://x.com/OCharles0974279/status/1854908677788254249,"@getpaid006 @cardtonic @cardtonic please DM and look into this once and for all

Is now becoming scary niii...",2024-11-08 15:27:00,0,0,0,0,42.0,getpaid006,12654,298,OCharles0974279
1854908178640621800,https://x.com/getpaid006/status/1854908178640621890,"@cardtonic @OCharles0974279 lol my boss see time frame oo

@cardtonic no be the first time them Dey ripp me evidence full ground!! https://t.co/MrH8Z7tbsC",2024-11-08 15:25:00,1,2,1,0,242.0,cardtonic,1588,103,getpaid006
1854905990874862000,https://x.com/getpaid006/status/1854905990874861976,@cardtonic  see time frame lol stupid rippers .. una Dey do before but this one go choke una.. I go spoil una Gen!! https://t.co/upsy9lBgHJ,2024-11-08 15:17:00,1,0,2,0,177.0,cardtonic,1588,103,getpaid006
1854903563035533300,https://x.com/getpaid006/status/1854903563035533338,"'@cardtonic (rippers)and my people Abeg make una see the time frame of when I bought the card on steam site and when I Cardtonic rejected the order!!!

How is it possible that I uploaded the same card to another platform within seconds?? https://t.co/EBIFBlpn1M",2024-11-08 15:07:00,0,0,0,0,29.0,cardtonic,1588,103,getpaid006
1854901376263860700,https://x.com/drearyfairy/status/1854901376263860629,@funmbitoye Cardtonic,2024-11-08 14:58:00,0,1,1,0,229.0,funmbitoye,220,235,drearyfairy
1854899962380735000,https://x.com/OCharles0974279/status/1854899962380734856,@cardtonic @getpaid006 Thanks My Man... @getpaid006 check Dm,2024-11-08 14:53:00,0,1,0,0,35.0,cardtonic,12654,298,OCharles0974279
1854898957693956600,https://x.com/getpaid006/status/1854898957693956484,"@OvGenesis1 @cardtonic lol them don ripp you too 😂😂😂😂

Keep using Cardtonic you will learn!!",2024-11-08 14:49:00,0,0,1,0,37.0,OvGenesis1,1588,103,getpaid006
1854898618496323800,https://x.com/getpaid006/status/1854898618496323864,@OvGenesis1 @cardtonic They’re rippers guy !!!!,2024-11-08 14:47:00,0,1,1,0,43.0,OvGenesis1,1588,103,getpaid006
1854898519045218300,https://x.com/getpaid006/status/1854898519045218315,@cardtonic Rippers nah lie ooo them go ripp you!!!,2024-11-08 14:47:00,0,0,0,0,28.0,cardtonic,1588,103,getpaid006
1854873498918760400,https://x.com/MimiAngela7845/status/1854873498918760483,"@ZenithBank 1. To reactivate a dormant account is: *966*0#
2. To restrict debit transactions - *966*911#
3. The Alphabetical option is ""F""
4. The Alphabetical option is ""K""
5. 09040857000
#ZenithBank #ZenithFridayGiveaway #ZBFridayGiveaway @cardtonic @joy6625 @ada3004 @Ebuka @Rita55",2024-11-08 13:07:00,0,1,2,0,13.0,ZenithBank,18,21,MimiAngela7845
1854837279790924000,https://x.com/getpaid006/status/1854837279790924071,@cardtonic @Segungbile @Ekitipikin Rippers you won’t be used again.. I will pay influencer to bring you down for ripping me off my hard earned money!!!,2024-11-08 10:44:00,0,0,0,0,67.0,cardtonic,1588,103,getpaid006
1854837074160910600,https://x.com/getpaid006/status/1854837074160910465,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic !",2024-11-08 10:43:00,0,0,0,0,37.0,cardtonic,1588,103,getpaid006
1854825121396973800,https://x.com/getpaid006/status/1854825121396973930,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic ,",2024-11-08 09:55:00,0,1,0,0,29.0,cardtonic,1588,103,getpaid006
1854824364442571000,https://x.com/getpaid006/status/1854824364442571013,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic …",2024-11-08 09:52:00,0,0,0,0,15.0,cardtonic,1588,103,getpaid006
1854821967855001600,https://x.com/getpaid006/status/1854821967855001709,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic .",2024-11-08 09:43:00,0,0,0,0,11.0,cardtonic,1588,103,getpaid006
1854821802591007000,https://x.com/getpaid006/status/1854821802591007017,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic ..",2024-11-08 09:42:00,0,0,0,0,12.0,cardtonic,1588,103,getpaid006
1854821595610595600,https://x.com/getpaid006/status/1854821595610595540,"@cardtonic are rippers

They will load your card and tell you it has already been used !!! Please do not use them !!
@cardtonic",2024-11-08 09:41:00,0,0,0,0,13.0,cardtonic,1588,103,getpaid006
1854821281788559600,https://x.com/getpaid006/status/1854821281788559529,"@cardtonic will reap you

Please do not use them!!!",2024-11-08 09:40:00,0,0,0,0,14.0,cardtonic,1588,103,getpaid006
1854815015464776000,https://x.com/_Kvnl3/status/1854815015464776003,@cardtonic I already did.,2024-11-08 09:15:00,0,1,0,0,29.0,cardtonic,43,56,_Kvnl3
1854814889555956200,https://x.com/getpaid006/status/1854814889555956131,@Ekitipikin Boss please help the poor🙏🙏… @cardtonic just ripped me please help me repost this till everyone stop using them https://t.co/PaXNsG1QUM,2024-11-08 09:15:00,1,1,1,0,265.0,Ekitipikin,1588,103,getpaid006
1854814359580475600,https://x.com/getpaid006/status/1854814359580475737,@cardtonic just ripped me guys please don’t use Cardtonic again !!! https://t.co/v4HE9QgRKe,2024-11-08 09:12:00,0,0,0,0,45.0,cardtonic,1588,103,getpaid006
1854785055157072400,https://x.com/GLORIABULUS4/status/1854785055157072365,@cardtonic__ @AreaFada1 @pikaso_me I don screenshot am😂,2024-11-08 07:16:00,0,1,0,0,16.0,David_Xhakah,9,89,GLORIABULUS4
1854776739060122000,https://x.com/_Kvnl3/status/1854776739060121998,@cardtonic Getting an error 503 when I try to create a virtual card. How do I resolve?,2024-11-08 06:43:00,0,1,0,0,58.0,cardtonic,43,56,_Kvnl3
1854638894991454500,https://x.com/OvGenesis1/status/1854638894991454562,"@cardtonic Hello my card was rejected but it was redeemed

CT0879295472193921",2024-11-07 21:35:00,0,4,1,0,108.0,cardtonic,159,298,OvGenesis1
1854608391135494100,https://x.com/Richmin23660486/status/1854608391135494242,@The_Lorde_Amaka @cardtonic credit the complete money of what I traded,2024-11-07 19:34:00,0,2,0,0,698.0,The_Lorde_Amaka,172,244,Richmin23660486
1854593249396330800,https://x.com/onlyphantomtech/status/1854593249396330771,@cardtonic subscription,2024-11-07 18:34:00,0,0,1,0,69.0,cardtonic,302,256,onlyphantomtech
1854543197138997500,https://x.com/currencyGLOB/status/1854543197138997473,@cardtonic I need help with my virtual card,2024-11-07 15:15:00,0,1,0,0,50.0,cardtonic,0,33,currencyGLOB
1854543046416671200,https://x.com/currencyGLOB/status/1854543046416671162,@cardtonic I can’t make use of my virtual card,2024-11-07 15:14:00,0,1,0,0,40.0,cardtonic,0,33,currencyGLOB
1854537680022827300,https://x.com/currencyGLOB/status/1854537680022827262,@cardtonic My virtual card was restricted,2024-11-07 14:53:00,0,2,0,0,103.0,cardtonic,0,33,currencyGLOB
1854524055153414100,https://x.com/SuccyOnyi/status/1854524055153414209,@cardtonic Food ooo,2024-11-07 13:59:00,0,1,1,0,76.0,cardtonic,628,1422,SuccyOnyi
1854514168881115100,https://x.com/OvGenesis1/status/1854514168881115202,@cardtonic How long does card processing takes ?,2024-11-07 13:20:00,0,2,0,0,61.0,cardtonic,159,298,OvGenesis1
1854288723514466800,https://x.com/harry_ogbonna/status/1854288723514466795,@cardtonic @Cardtonic I need help,2024-11-06 22:24:00,0,3,0,0,96.0,cardtonic,3,66,harry_ogbonna
1854201145587069400,https://x.com/ahjaynhero/status/1854201145587069313,@gbejeroeye Cardtonic is very reliable @cardtonic,2024-11-06 16:36:00,0,2,1,0,63.0,gbejeroeye,151,570,ahjaynhero
1854182165807849700,https://x.com/PraiseJesus202/status/1854182165807849800,"@cardtonic You guys have turned something else
After uploading the gift card it will take up to 2 hours on pending later it will be rejected and claimed the card already been used elsewhere
And you guys will took the money
Stop this fraudulent act
Go to your review is so unfortunate",2024-11-06 15:20:00,0,2,0,0,51.0,cardtonic,10,31,PraiseJesus202
1854172352411525600,https://x.com/ayoolaoluwanise/status/1854172352411525551,@cardtonic Thank u,2024-11-06 14:41:00,0,2,0,0,29.0,cardtonic,3362,1498,ayoolaoluwanise
1854170696739418400,https://x.com/onlyphantomtech/status/1854170696739418382,"@cardtonic Google play gift card
apple gift card
steam
amazon
mastercard",2024-11-06 14:35:00,0,1,1,0,209.0,cardtonic,302,256,onlyphantomtech
1854168079107776500,https://x.com/OgundeleAdemol5/status/1854168079107776581,"@cardtonic Steam

Apple Card

Google play card

Visa card

Amazon gift card",2024-11-06 14:24:00,0,1,1,0,136.0,cardtonic,1685,1703,OgundeleAdemol5
1854145488942993400,https://x.com/ayoolaoluwanise/status/1854145488942993500,@cardtonic why am I getting issues on my payment??,2024-11-06 12:55:00,0,1,1,0,69.0,cardtonic,3362,1498,ayoolaoluwanise
1854144804843561000,https://x.com/ayoolaoluwanise/status/1854144804843561026,"Getting stuffed with this verification stuff, I used cardtonic and it is not going through",2024-11-06 12:52:00,0,1,1,1,156.0,,3362,1498,ayoolaoluwanise
1854115452026241000,https://x.com/Cally2025/status/1854115452026241086,@BelloHammied @inc_steady @update_hush1 Dey play Cardtonic never chop my funds until I switch to nosh due to high rate,2024-11-06 10:55:00,0,0,1,0,433.0,BelloHammied,6114,12,Cally2025
1854114768530920000,https://x.com/Miguel_is_back/status/1854114768530919824,"@him_imthatnigga @Ope_gangan @update_hush1 Waiting I wan do? Person way I know sabi, I just leave her… na Cardtonic I Dey use now",2024-11-06 10:53:00,0,0,1,0,185.0,him_imthatnigga,298,1375,Miguel_is_back
1854114493451628500,https://x.com/TopcyKash/status/1854114493451628628,@inc_steady @update_hush1 Cardtonic self Dey mess up. Go check there instagram page,2024-11-06 10:51:00,0,0,1,0,935.0,inc_steady,360,1852,TopcyKash
1854112184290157000,https://x.com/Alexand83418630/status/1854112184290157011,@dajunny @update_hush1 They have trusted exchange in nigera that buy this just like Cardtonic or jet pay,2024-11-06 10:42:00,0,0,0,0,108.0,dajunny,426,442,Alexand83418630
1854111102314881000,https://x.com/Dopebuoysantii/status/1854111102314881149,@inc_steady @update_hush1 my love for cardtonic! very reliable 💯... thunder fire vendor 😂😂,2024-11-06 10:38:00,0,1,3,0,1096.0,inc_steady,30,150,Dopebuoysantii
1854108002988810500,https://x.com/Kingsfly19/status/1854108002988810554,@emhyr_emreis1 @update_hush1 You sabi jare Cardtonic the best for trading gift cards,2024-11-06 10:26:00,1,0,7,0,1375.0,emhyr_emreis1,123,468,Kingsfly19
1854095013308694800,https://x.com/emhyr_emreis1/status/1854095013308694858,"@update_hush1 But there are lots &amp; lots of Apps to trade your cards &amp; Bitcoin. I use Cardtonic for Giftcard and JetPay for Bitcoin. And they both have a very good rate.

This is 2024 Man, you guys should wake up,",2024-11-06 09:34:00,1,2,53,0,8635.0,update_hush1,697,910,emhyr_emreis1
1854093934663799000,https://x.com/emhyr_emreis1/status/1854093934663798933,"@itzeniola1997 @update_hush1 Cardtonic { best rate }

Prestmit

Pandar , e.t.c",2024-11-06 09:30:00,0,2,6,0,1425.0,itzeniola1997,697,910,emhyr_emreis1
1854092667329589200,https://x.com/BelloHammied/status/1854092667329589310,@inc_steady @update_hush1 Don’t worry Cardtonic go soon take your money,2024-11-06 09:25:00,0,5,1,0,1597.0,inc_steady,20,128,BelloHammied
1854083929541677600,https://x.com/inc_steady/status/1854083929541677509,"@update_hush1 Cardtonic Dey
Antdog Dey

With better rates
Una go Dey give chinco free money https://t.co/Pdyo8dNKNS",2024-11-06 08:50:00,0,7,35,0,6374.0,update_hush1,852,462,inc_steady
1854055075548635100,https://x.com/CARDTONICNG/status/1854055075548635197,"@EmmanuelOnimisi @m_io_wa @cardtonic Hello valid costumer, are you having any issues with your cardtonic account?",2024-11-06 06:55:00,0,0,0,0,17.0,EmmanuelOnimisi,2,12,CARDTONICNG
1854054973748699600,https://x.com/CARDTONICNG/status/1854054973748699609,"@cardtonic__ @AreaFada1 @pikaso_me Hello valid costumer, are you having any issues with your cardtonic account?",2024-11-06 06:55:00,0,0,0,0,9.0,David_Xhakah,2,12,CARDTONICNG
1854054802419827000,https://x.com/CARDTONICNG/status/1854054802419826905,"@Shedriari @YKoluwaseun9 Hello valid costumer, are you having any issues with your cardtonic account?",2024-11-06 06:54:00,0,1,0,0,46.0,Shedriari,2,12,CARDTONICNG
1854054341755245000,https://x.com/CARDTONICNG/status/1854054341755244977,"@PraiseJesus202 @cardtonic Hello valid costumer, are you having any issues with your cardtonic account?",2024-11-06 06:52:00,0,0,0,0,6.0,PraiseJesus202,2,12,CARDTONICNG
1853961789970502000,https://x.com/MOORE_kingofLag/status/1853961789970501789,@cardtonic I checked the authenticity of the two Apple Card before redeeming it on your app and you claimed it used. Your company is slowly appearing as scams!!,2024-11-06 00:45:00,0,3,0,0,62.0,cardtonic,18,130,MOORE_kingofLag
1853830400881132000,https://x.com/kelvin_mark_619/status/1853830400881131988,@cardtonic Is that Marie..,2024-11-05 16:03:00,0,2,0,0,58.0,cardtonic,24,107,kelvin_mark_619
1853825676337352700,https://x.com/PraiseJesus202/status/1853825676337352752,"@cardtonic You guys have been defrauding their gifts card and other transactions on your platform, and when they complained, you guys will claim not to know anything about it. It is very shameful.
You guys will be brought to book soon, only a matter of time, the agency will get to you soon",2024-11-05 15:44:00,0,2,0,0,50.0,cardtonic,10,31,PraiseJesus202
1853822364603048200,https://x.com/onlyphantomtech/status/1853822364603048288,@cardtonic Hope i’ll be fortunate next year 😊,2024-11-05 15:31:00,0,1,1,0,56.0,cardtonic,302,256,onlyphantomtech
1853821623859658800,https://x.com/onlyphantomtech/status/1853821623859658773,@cardtonic I always keep wondering 🤔,2024-11-05 15:28:00,0,3,1,0,68.0,cardtonic,302,256,onlyphantomtech
1853730794885280300,https://x.com/PraiseJesus202/status/1853730794885280140,"Please, I bring your attention to this very trading app Cardtonic
Those people have turned to something else defrauding people gift card and other transactions on their platform. Go to review on playstore and confirm this, please.
Keep up the good work
#Verydarkblackman",2024-11-05 09:27:00,0,1,0,0,210.0,,10,31,PraiseJesus202
1853729195467125200,https://x.com/PraiseJesus202/status/1853729195467125211,"@Coolverydarkma Please, I bring your attention to this very trading app Cardtonic
Those people have turned to something else defrauding people gift card and other transactions on their platform
Go to review on playstore and confirm this, please.
 Nigeria must be better
Keep up the good work",2024-11-05 09:20:00,0,1,2,0,4822.0,Coolverydarkma,10,31,PraiseJesus202
1853718941626966300,https://x.com/onlyphantomtech/status/1853718941626966387,@cardtonic Rent ✅,2024-11-05 08:40:00,0,1,1,0,22.0,cardtonic,302,256,onlyphantomtech
1853475168527487500,https://x.com/Shedriari/status/1853475168527487473,"@YKoluwaseun9 OK but the Top 4 best #giftcard  Cards vendor is
1 Cola gift card
2 Presmit
3 Nosh
4 Cardtonic",2024-11-04 16:31:00,0,3,1,0,301.0,YKoluwaseun9,455,248,Shedriari
1853404475714666800,https://x.com/MichaelOyewole_/status/1853404475714666812,@cardtonic Check your DM,2024-11-04 11:50:00,0,1,0,0,56.0,cardtonic,3473,1206,MichaelOyewole_
1853379615361835300,https://x.com/pikaso_me/status/1853379615361835249,"@cardtonic__ @AreaFada1 Enjoy your screenshot and...

Get 10 stickers for $1: https://t.co/IGW12ygmK5 https://t.co/aRzuB1SoZ9",2024-11-04 10:11:00,0,0,0,0,340.0,David_Xhakah,959675,17,pikaso_me
1853379438722904300,https://x.com/David_Xhakah/status/1853379438722904295,@AreaFada1 @pikaso_me screenshot this please,2024-11-04 10:11:00,0,5,0,0,365.0,AreaFada1,14,77,David_Xhakah
1853348429805568000,https://x.com/TheeAmbi/status/1853348429805568059,"@cardtonic Wonderful, well written article. I didn't know until now that @cardtonic sold Macbooks",2024-11-04 08:07:00,0,1,1,0,51.0,cardtonic,151,685,TheeAmbi
1853162142205149700,https://x.com/onlyphantomtech/status/1853162142205149644,@cardtonic I am already there 😊,2024-11-03 19:47:00,0,1,1,0,19.0,cardtonic,301,256,onlyphantomtech
1853145066514100200,https://x.com/EmmanuelOnimisi/status/1853145066514100280,@m_io_wa @cardtonic Congratulations Yinka!,2024-11-03 18:39:00,0,3,0,0,40.0,,1545,1577,EmmanuelOnimisi
1853077450223133200,https://x.com/bibifred/status/1853077450223133095,@cardtonic This app now has the lowest rate for card.. they are slowly liquidating or facing bankruptcy. You trade with CARDTONIC at on your own risk..,2024-11-03 14:11:00,0,5,1,0,105.0,cardtonic,14,281,bibifred
1852801261483028700,https://x.com/chaprinmf/status/1852801261483028764,"@cardtonic I have two pending cards and non has been delivered for over 2 hours now. This is my first time using your app, I’m not sure I’ll be using this another time",2024-11-02 19:53:00,0,4,1,0,76.0,cardtonic,1,17,chaprinmf
1852741395523473700,https://x.com/BBBajo_/status/1852741395523473728,@cardtonic you people have ripped me twice now. Twice and it’s especially when there are no loose ends from my side.  I’m deleting your app forever.   I DON’T RECOMMEND,2024-11-02 15:55:00,0,2,0,0,23.0,cardtonic,0,11,BBBajo_
1852740953624236300,https://x.com/BBBajo_/status/1852740953624236328,"@cardtonic See, there’s absolutely nothing you can do to convince me you people aren’t up in here scamming people. Twice now my money has been rejected by you.",2024-11-02 15:54:00,0,0,0,0,11.0,cardtonic,0,11,BBBajo_
1852731109567500500,https://x.com/daylanchri31524/status/1852731109567500459,@cardtonic @Worrilessx Check your dm,2024-11-02 15:14:00,0,3,0,0,41.0,cardtonic,50,331,daylanchri31524
1852711212116529700,https://x.com/ogisjr/status/1852711212116529595,"@cardtonic Since yesterday??
Please you guys should just tell us what the problem is !!",2024-11-02 13:55:00,0,2,0,0,16.0,cardtonic,1,16,ogisjr
1852703300467958000,https://x.com/onlyphantomtech/status/1852703300467957977,@cardtonic How can I join for the next one?,2024-11-02 13:24:00,0,2,0,0,60.0,cardtonic,301,256,onlyphantomtech
1852701841252893000,https://x.com/SuccyOnyi/status/1852701841252892995,"@cardtonic I enjoyed it so much! Thank you, Cardtonic 😍❤️❤️",2024-11-02 13:18:00,0,2,1,0,58.0,cardtonic,628,1422,SuccyOnyi
1852694081077457200,https://x.com/AchekuKing/status/1852694081077457268,@FederalofLagos @cardtonic @Pinovibes Please my withdrawal has been slow please rectify it,2024-11-02 12:47:00,0,2,0,0,36.0,FederalofLagos,403,1945,AchekuKing
1852691300220305400,https://x.com/official_gif007/status/1852691300220305521,"@cardtonic You guys scammed me of my $200 raxer gold gift card yesterday why ???

$100 yesterday morning and $100 last night

After pending for some hours it  just showed card rejected… why? Why?? Why???

I need my money back!!!",2024-11-02 12:36:00,0,6,1,0,96.0,cardtonic,1,64,official_gif007
1852691001627837000,https://x.com/official_gif007/status/1852691001627836913,"@cardtonic @QuyumOmotayo1 You guys scammed me of my $200 raxer gold gift card yesterday why ???

$100 yesterday morning and $100 last night

After pending for some hours it  just showed card rejected… why? Why?? Why???

I need my money back!!!",2024-11-02 12:35:00,0,3,0,0,57.0,cardtonic,1,64,official_gif007
1852690258862772500,https://x.com/official_gif007/status/1852690258862772428,@cardtonic @Hollat21 You guys scammed me of my $200 gift card why???,2024-11-02 12:32:00,0,0,0,0,37.0,cardtonic,1,64,official_gif007
1852690165975691500,https://x.com/official_gif007/status/1852690165975691435,@cardtonic You guys scammed me of my $200 gift card why???,2024-11-02 12:32:00,0,0,0,0,29.0,cardtonic,1,64,official_gif007
1852688690843156500,https://x.com/OgbagiriF/status/1852688690843156538,@cardtonic @Joshuachukwu16 @Hollat21 They’re scammers,2024-11-02 12:26:00,0,2,0,0,31.0,cardtonic,5,14,OgbagiriF
1852666419210596900,https://x.com/Isaka___1/status/1852666419210596817,@NupeWorldwide @cardtonic Very useless trading app,2024-11-02 10:57:00,0,2,0,0,53.0,NupeWorldwide,44,74,Isaka___1
1852666304504660500,https://x.com/Isaka___1/status/1852666304504660379,"@cardtonic I swear I regret trading with this fucking App, my transaction pending for hours this are emergencies, immediately I withdraw money I’m deleting the crap out of my phone
You guys should credit me what the fuck!!!!",2024-11-02 10:57:00,0,4,0,0,63.0,cardtonic,44,74,Isaka___1
1852658008586698800,https://x.com/ogisjr/status/1852658008586698856,"@cardtonic Since yesterday my transaction has been on processing mode !!! What is happening??
I sent you guys a DM and no response since yesterday",2024-11-02 10:24:00,0,3,0,0,24.0,cardtonic,1,16,ogisjr
1852657666138473000,https://x.com/ogisjr/status/1852657666138472940,@cardtonic @badmanlake Please what is happening?? Since yesterday!!,2024-11-02 10:23:00,0,2,0,0,44.0,cardtonic,1,16,ogisjr
1852655435276230700,https://x.com/home_alone44/status/1852655435276230767,@cardtonic I don’t why my payment is been delayed,2024-11-02 10:14:00,0,3,1,0,50.0,cardtonic,13,23,home_alone44
1852648938223829500,https://x.com/daylanchri31524/status/1852648938223829481,@cardtonic @Worrilessx My card was redeemed by your company and they told me it was redeemed before I have the receipt,2024-11-02 09:48:00,0,2,0,0,59.0,cardtonic,50,331,daylanchri31524
1852629137413825000,https://x.com/NupeWorldwide/status/1852629137413825000,@cardtonic What’s going on Cardtonic 💔💔💔,2024-11-02 08:29:00,0,4,1,0,74.0,cardtonic,155,113,NupeWorldwide
1852609991615619300,https://x.com/kherveen/status/1852609991615619205,@thebearabul @cardtonic Omo na one card I trade o,2024-11-02 07:13:00,0,1,0,0,22.0,SelfMaMastery,361,804,kherveen
1852604709028221200,https://x.com/kherveen/status/1852604709028221149,@thebearabul @cardtonic They even chop my card sef . New card wey I give them dey talk used . E  be like them done Dey get problem,2024-11-02 06:52:00,0,4,1,0,43.0,SelfMaMastery,361,804,kherveen
1852603376258654200,https://x.com/kherveen/status/1852603376258654212,@cardtonic What’s going on . You refused to credit me since yesterday,2024-11-02 06:47:00,0,3,1,0,66.0,cardtonic,361,804,kherveen
1852577505716113700,https://x.com/Teemeepopson/status/1852577505716113649,@iamAbiodunAA Na person wey build Cardtonic build this app because,2024-11-02 05:04:00,0,1,0,0,21.0,iamAbiodunAA,482,1382,Teemeepopson
1852566875617497300,https://x.com/negrospiritual_/status/1852566875617497466,@SemudaraAbayomi @cardtonic @badgateway5XX see you for back &lt;3,2024-11-02 04:22:00,1,1,2,0,239.0,SemudaraAbayomi,418,719,negrospiritual_
1852566467981570300,https://x.com/daviskelly39/status/1852566467981570299,@SemudaraAbayomi @cardtonic Cardtonic why are you ripping me off with small funds,2024-11-02 04:20:00,0,2,0,0,51.0,SemudaraAbayomi,41,38,daviskelly39
1852566150854455600,https://x.com/daviskelly39/status/1852566150854455525,"@cardtonic Why are you guys always doing this to me
Every time I will stop using your app again always ripping me of small funds",2024-11-02 04:19:00,0,2,0,0,69.0,cardtonic,41,38,daviskelly39
1852521880558752000,https://x.com/CFC_Mentor/status/1852521880558752035,@OgbagiriF @cardtonic What happened?,2024-11-02 01:23:00,0,1,1,0,36.0,OgbagiriF,26869,638,CFC_Mentor
1852511228687491000,https://x.com/OgbagiriF/status/1852511228687491087,"@cardtonic You guys are nothing but a scammer. Please fellow Nigerian, they took $1000 worth of gift card off me and I dont recommend them to anyone please desist from this destructive scamming platform oooo",2024-11-02 00:41:00,0,4,0,0,72.0,cardtonic,5,14,OgbagiriF
