id,url,fullText,createdAt,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName
1575190000000000000,https://x.com/chris_adeh/status/1575190335969693697,@Kynsofficial @cardtonic ?? Let's go,2022-09-28 18:26,0,0,0,0,,Kynsofficial,40,193,chris_adeh
1575190000000000000,https://x.com/mista_triumph/status/1575189921823789057,"@Kynsofficial @cardtonic The way my productivity in the Data Science/ Machine Learning  space would skyrocket should I get a new Macbook right now ehn... ??

#DeepLearning
#ArtificialIntelligence",2022-09-28 18:25,0,0,0,0,,Kynsofficial,1680,830,mista_triumph
1575190000000000000,https://x.com/cookundi/status/1575189458130903040,@Kynsofficial @cardtonic Can I get the application link abeg ??,2022-09-28 18:23,0,0,0,0,,Kynsofficial,1634,1618,cookundi
1575190000000000000,https://x.com/KvngD_001/status/1575189349871734784,"@Kynsofficial @cardtonic Yes Pls?? sir
I've been begging for this for years
For tech support
I don't know any free app where I can practice whatever I learn, I just revise all I've learnt to not forget, but that isn't really helping, it's getting boring a",2022-09-28 18:23,0,0,1,0,,Kynsofficial,98,1341,KvngD_001
1575190000000000000,https://x.com/NahumSQL/status/1575189335728857088,@Kynsofficial @cardtonic I'll be honored to benefit from this,2022-09-28 18:22,0,0,0,0,,Kynsofficial,193,405,NahumSQL
1575190000000000000,https://x.com/thesophiebrand/status/1575189125174816768,"@Kynsofficial @cardtonic Wow
I wish to be one of the techies ??",2022-09-28 18:22,0,0,0,0,,Kynsofficial,4302,2133,thesophiebrand
1575190000000000000,https://x.com/DElemese/status/1575189013412970496,@Kynsofficial @cardtonic @aptlearn_io . If I am fortunate to have one of this. I will be learning 2 program on your platform. Anyway it goes I still will learn UI/UX before the end of the year.,2022-09-28 18:21,0,0,3,0,,Kynsofficial,48,193,DElemese
1575190000000000000,https://x.com/vhikthor7/status/1575188865052446720,@Kynsofficial @cardtonic Nice one,2022-09-28 18:21,0,0,0,0,,Kynsofficial,1250,1987,vhikthor7
1575190000000000000,https://x.com/iamAbiodunAA/status/1575188818130792448,@Kynsofficial @cardtonic Big shout out to them. 15 MacBook is huge. @cardtonic ????????????????,2022-09-28 18:20,2,0,22,0,,Kynsofficial,114164,15446,iamAbiodunAA
1575190000000000000,https://x.com/Oluwal3k3/status/1575188789794050048,@Kynsofficial @cardtonic Nice God your boy dey here????,2022-09-28 18:20,0,0,0,0,,Kynsofficial,516,808,Oluwal3k3
1575190000000000000,https://x.com/Angelispritus/status/1575188558603640832,@Kynsofficial @cardtonic Am available,2022-09-28 18:19,0,0,0,0,,Kynsofficial,1595,1692,Angelispritus
1575190000000000000,https://x.com/Kynsofficial/status/1575188375807852545,15 new MacBook for 15 Techies!!! @cardtonic is changing the game!!!!!! and it�s all unfolding before our eyes! I can�t wait!,2022-09-28 18:19,63,74,444,3,,,185944,204,Kynsofficial
1575160000000000000,https://x.com/cardtonic/status/1575161008423071744,"@GemmyEntertain1 ??
Fingers crossed ??",2022-09-28 16:30,0,0,1,0,,GemmyEntertain1,15756,48,cardtonic
1575160000000000000,https://x.com/GemmyEntertain1/status/1575158599248072717,@cardtonic Enjoying my breakfast and drinking my own tears ????,2022-09-28 16:20,0,0,1,0,,cardtonic,925,1327,GemmyEntertain1
1575160000000000000,https://x.com/GemmyEntertain1/status/1575157246425649152,"@cardtonic @cardtonic shared #Upskill result now, everyone body don calm down ????... Are we to expect winners announcement soon?",2022-09-28 16:15,0,1,0,0,,cardtonic,925,1327,GemmyEntertain1
1575150000000000000,https://x.com/cardtonic/status/1575154848101675008,When you buy an item you don't need because you sha want to use your gift card. https://t.co/cO2W4sBRoo,2022-09-28 16:05,1,4,30,0,,,15756,48,cardtonic
1575220000000000000,https://x.com/pepper_snackz/status/1575217731397361665,@Ambdotman @Kynsofficial @cardtonic App name please?,2022-09-28 20:15,0,1,0,0,,Ambdotman,784,1126,pepper_snackz
1575220000000000000,https://x.com/BiigSue/status/1575217316861706263,"@Kynsofficial @cardtonic But fr tho, how can one get one of these???",2022-09-28 20:14,0,0,0,0,,Kynsofficial,2080,504,BiigSue
1575210000000000000,https://x.com/BiigSue/status/1575211357154471936,@Kynsofficial @cardtonic God of MacBook please answer my call????,2022-09-28 19:50,0,0,1,0,,Kynsofficial,2080,504,BiigSue
1575200000000000000,https://x.com/ob_ehi/status/1575203129922297856,Wow big shout out to @cardtonic.,2022-09-28 19:17,0,0,1,0,,,621,1339,ob_ehi
1575200000000000000,https://x.com/Eastszn_/status/1575202708449292288,@Kynsofficial @cardtonic Omo this would go a long way,2022-09-28 19:16,0,0,0,0,,Kynsofficial,310,734,Eastszn_
1575200000000000000,https://x.com/CFCGodfrey/status/1575202353237860352,@Kynsofficial @cardtonic I've got stacked up materials I just need a working PC that's all and I'm set for Life!,2022-09-28 19:14,0,0,1,0,,Kynsofficial,1008,1155,CFCGodfrey
1575200000000000000,https://x.com/CFCGodfrey/status/1575202110337323009,@Kynsofficial @cardtonic Pick me Boss. Ehjor it'll be life changing for the young boy!!,2022-09-28 19:13,0,0,0,0,,Kynsofficial,1008,1155,CFCGodfrey
1575200000000000000,https://x.com/Dejicold/status/1575201848406876160,@Adebayo_SD @Kynsofficial @cardtonic Biggest boss ????,2022-09-28 19:12,0,0,0,0,,Adebayo_SD,1988,1095,Dejicold
1575200000000000000,https://x.com/daniellfiok/status/1575201099186786304,"@Kynsofficial @cardtonic Cool stuff, God favour me",2022-09-28 19:09,0,0,0,0,,Kynsofficial,1113,1566,daniellfiok
1575200000000000000,https://x.com/eze_toby/status/1575199420370784256,@Kynsofficial @cardtonic I want to buy one,2022-09-28 19:03,0,0,0,0,,Kynsofficial,976,1589,eze_toby
1575200000000000000,https://x.com/jarho_0/status/1575199064412803072,@Kynsofficial @cardtonic How do I apply for one please?,2022-09-28 19:01,0,0,0,0,,Kynsofficial,212,963,jarho_0
1575200000000000000,https://x.com/IBMOORE18/status/1575198509753679880,@Kynsofficial @cardtonic I we be so happy  if I�m among them,2022-09-28 18:59,0,0,0,0,,Kynsofficial,27,110,IBMOORE18
1575200000000000000,https://x.com/princenwagboso/status/1575198418242510848,@Kynsofficial @cardtonic Haa God let me find grace ????????,2022-09-28 18:59,0,0,0,0,,Kynsofficial,447,2251,princenwagboso
1575200000000000000,https://x.com/daltina_ibojo/status/1575198326990913536,@Kynsofficial @cardtonic @agba_akinspa Shebi to become a full tech babe will fit me like this abeg. Help my life. I will be the happiest if I can get one pls!,2022-09-28 18:58,1,0,2,0,,Kynsofficial,957,699,daltina_ibojo
1575190000000000000,https://x.com/Solowizzy_i/status/1575194962085355521,@Kynsofficial @cardtonic I�d be so so happy if I�m among the lucky winners. I really need to start practicing. Thank you Sir,2022-09-28 18:45,0,0,1,0,,Kynsofficial,453,1308,Solowizzy_i
1575190000000000000,https://x.com/Big_zeezey/status/1575194798046466048,@Kynsofficial @cardtonic I need ??,2022-09-28 18:44,0,0,0,0,,Kynsofficial,610,1377,Big_zeezey
1575190000000000000,https://x.com/silvia_uzie/status/1575194499428806656,@Kynsofficial @cardtonic How do I apply ?,2022-09-28 18:43,0,0,0,0,,Kynsofficial,2417,2224,silvia_uzie
1574790000000000000,https://x.com/Chinenye_Veraa/status/1574793586662670341,"@SoIomon_eze @cardtonic Wait, na Nigeria company?? Unbelievable ?? https://t.co/MOIc4w0JAS",2022-09-27 16:10,0,0,0,0,,SoIomon_eze,348,262,Chinenye_Veraa
1574710000000000000,https://x.com/rwancreative/status/1574711572467167233,"@cardtonic Okay, Thanks.

I'm with you.",2022-09-27 10:44,0,0,1,0,,cardtonic,22,551,rwancreative
1574680000000000000,https://x.com/cardtonic/status/1574677198606417920,"@VeekhT Hi Victor ??
Please send us a DM",2022-09-27 08:27,0,0,0,0,,VeekhT,15757,48,cardtonic
1574680000000000000,https://x.com/cardtonic/status/1574675733183492096,"@rwancreative Hi Ridwan ??
I'm in your DMs",2022-09-27 08:22,0,1,0,0,,rwancreative,15757,48,cardtonic
1574680000000000000,https://x.com/cardtonic/status/1574675498994540544,@GeoffreyGift1 In your DMs now ??,2022-09-27 08:21,0,0,1,0,,GeoffreyGift1,15757,48,cardtonic
1574670000000000000,https://x.com/cardtonic/status/1574674560779165696,"@DavydDavidJr1 Hi David ??
I'm in your DMs",2022-09-27 08:17,0,0,0,0,,DavydDavidJr1,15757,48,cardtonic
1574660000000000000,https://x.com/GeoffreyGift1/status/1574660712726601728,@cardtonic Please I haven't receive my test result yet,2022-09-27 07:22,0,1,0,0,,cardtonic,342,284,GeoffreyGift1
1574600000000000000,https://x.com/rwancreative/status/1574597693267398656,@cardtonic Thanks for the Update but I haven't received my result yet and I completed the assessment.,2022-09-27 03:11,0,1,0,0,,cardtonic,22,551,rwancreative
1574600000000000000,https://x.com/rwancreative/status/1574597378078019584,@VeekhT @cardtonic Same here,2022-09-27 03:10,0,0,0,0,,VeekhT,22,551,rwancreative
1574510000000000000,https://x.com/ArunaArthur/status/1574507703648473088,"@cardtonic If I may humbly ask,is it after the disqualification of the candidates who didn't follow assessment instructions that the 20% will be selected??",2022-09-26 21:14,0,0,0,0,,cardtonic,15,11,ArunaArthur
1574510000000000000,https://x.com/ArunaArthur/status/1574507163539722240,"@krypt_levi @cardtonic Yes,
It's also on the twitter Post.
Everyone saw it",2022-09-26 21:12,0,0,0,0,,krypt_levi,15,11,ArunaArthur
1574500000000000000,https://x.com/krypt_levi/status/1574496455922167813,"@ArunaArthur @cardtonic I didn't get any mail with that info.
I've gone through the Twitter page, didn't see it either.
Was the screenshot you sent from your email? I didn't any email like that.",2022-09-26 20:29,0,1,0,0,,ArunaArthur,787,721,krypt_levi
1574490000000000000,https://x.com/haryanfe01/status/1574494033795334156,@cardtonic Scammer,2022-09-26 20:20,0,0,0,0,,cardtonic,4,41,haryanfe01
1574490000000000000,https://x.com/ArunaArthur/status/1574490417462235136,@krypt_levi @cardtonic Our mail and the twitter info too,2022-09-26 20:05,0,1,0,0,,krypt_levi,15,11,ArunaArthur
1574480000000000000,https://x.com/krypt_levi/status/1574484240015982592,@ArunaArthur @cardtonic Where did you see this?,2022-09-26 19:41,0,1,0,0,,ArunaArthur,787,721,krypt_levi
1574480000000000000,https://x.com/mara_benezer/status/1574481524854034436,@krypt_levi @ArunaArthur @cardtonic Check the email before the day of the test,2022-09-26 19:30,0,0,0,0,,krypt_levi,14,96,mara_benezer
1574480000000000000,https://x.com/BravePhoenix2/status/1574480571962519553,@thereal_beebee @OkonkwoGabrie17 @cardtonic i cant see mine...how do i search for it pls,2022-09-26 19:26,0,1,0,0,,_Zsslibecker_,2452,5453,BravePhoenix2
1574480000000000000,https://x.com/ArunaArthur/status/1574480265463971847,"@krypt_levi @cardtonic It was clearly stated that the test will take approximately 1hr and after 15mins without clicking the link,it'll be impossible to Take it again",2022-09-26 19:25,0,0,0,0,,krypt_levi,15,11,ArunaArthur
1574470000000000000,https://x.com/AyobanjoFunsho/status/1574471014217527296,"My first ever giveaway win???? i finally made it.
Thanks Cardtonic ??",2022-09-26 18:48,2,1,6,0,,,398,445,AyobanjoFunsho
1574470000000000000,https://x.com/krypt_levi/status/1574468672902631438,@ArunaArthur @cardtonic Would have been nice if we were told that in the mail.,2022-09-26 18:39,0,1,0,0,,ArunaArthur,787,721,krypt_levi
1575190000000000000,https://x.com/Holuwatocyn64/status/1575193933725868033,@Kynsofficial @cardtonic God when,2022-09-28 18:41,0,0,0,0,,Kynsofficial,1034,2016,Holuwatocyn64
1575190000000000000,https://x.com/canyou3imi/status/1575193649822199808,How many retweets to get one @cardtonic ?,2022-09-28 18:40,0,0,0,0,,,650,2357,canyou3imi
1575190000000000000,https://x.com/Dejicold/status/1575191559485521920,@Kynsofficial @cardtonic @Adebayo_SD the new cohort student deserve a Mac ?? right ?,2022-09-28 18:31,0,1,0,0,,Kynsofficial,1987,1094,Dejicold
1575190000000000000,https://x.com/LekanOfLagos8/status/1575191463654309903,@Kynsofficial @cardtonic I can't wait. I hope I'm one of those that will be chosen.??,2022-09-28 18:31,0,0,0,0,,Kynsofficial,862,1600,LekanOfLagos8
1575190000000000000,https://x.com/LekanOfLagos8/status/1575191330040549376,@Kynsofficial @cardtonic Wow. Nice.,2022-09-28 18:30,0,0,0,0,,Kynsofficial,862,1600,LekanOfLagos8
1575190000000000000,https://x.com/RealCecil4/status/1575191163543265280,@Kynsofficial @cardtonic I'd be glad to get this??????,2022-09-28 18:30,0,0,0,0,,Kynsofficial,661,811,RealCecil4
1575190000000000000,https://x.com/chris_adeh/status/1575190335969693697,@Kynsofficial @cardtonic ?? Let's go,2022-09-28 18:26,0,0,0,0,,Kynsofficial,40,193,chris_adeh
1575190000000000000,https://x.com/mista_triumph/status/1575189921823789057,"@Kynsofficial @cardtonic The way my productivity in the Data Science/ Machine Learning  space would skyrocket should I get a new Macbook right now ehn... ??

#DeepLearning
#ArtificialIntelligence",2022-09-28 18:25,0,0,0,0,,Kynsofficial,1680,830,mista_triumph
1575190000000000000,https://x.com/cookundi/status/1575189458130903040,@Kynsofficial @cardtonic Can I get the application link abeg ??,2022-09-28 18:23,0,0,0,0,,Kynsofficial,1634,1618,cookundi
1575190000000000000,https://x.com/KvngD_001/status/1575189349871734784,"@Kynsofficial @cardtonic Yes Pls?? sir
I've been begging for this for years
For tech support
I don't know any free app where I can practice whatever I learn, I just revise all I've learnt to not forget, but that isn't really helping, it's getting boring a",2022-09-28 18:23,0,0,1,0,,Kynsofficial,98,1341,KvngD_001
1575190000000000000,https://x.com/NahumSQL/status/1575189335728857088,@Kynsofficial @cardtonic I'll be honored to benefit from this,2022-09-28 18:22,0,0,0,0,,Kynsofficial,193,405,NahumSQL
1575190000000000000,https://x.com/thesophiebrand/status/1575189125174816768,"@Kynsofficial @cardtonic Wow
I wish to be one of the techies ??",2022-09-28 18:22,0,0,0,0,,Kynsofficial,4302,2133,thesophiebrand
1575190000000000000,https://x.com/DElemese/status/1575189013412970496,@Kynsofficial @cardtonic @aptlearn_io . If I am fortunate to have one of this. I will be learning 2 program on your platform. Anyway it goes I still will learn UI/UX before the end of the year.,2022-09-28 18:21,0,0,3,0,,Kynsofficial,48,193,DElemese
1575190000000000000,https://x.com/vhikthor7/status/1575188865052446720,@Kynsofficial @cardtonic Nice one,2022-09-28 18:21,0,0,0,0,,Kynsofficial,1250,1987,vhikthor7
1575190000000000000,https://x.com/iamAbiodunAA/status/1575188818130792448,@Kynsofficial @cardtonic Big shout out to them. 15 MacBook is huge. @cardtonic ????????????????,2022-09-28 18:20,2,0,22,0,,Kynsofficial,114164,15446,iamAbiodunAA
1575190000000000000,https://x.com/Oluwal3k3/status/1575188789794050048,@Kynsofficial @cardtonic Nice God your boy dey here????,2022-09-28 18:20,0,0,0,0,,Kynsofficial,516,808,Oluwal3k3
1575190000000000000,https://x.com/Angelispritus/status/1575188558603640832,@Kynsofficial @cardtonic Am available,2022-09-28 18:19,0,0,0,0,,Kynsofficial,1595,1692,Angelispritus
1574460000000000000,https://x.com/lasisioluwafem4/status/1574462162256498695,@cardtonic Omooo�God abeggg,2022-09-26 18:13,0,0,0,0,,cardtonic,860,506,lasisioluwafem4
1574460000000000000,https://x.com/MrKwajaffa/status/1574456849268514816,@cardtonic I think the seconds to read and select the answers is the issue,2022-09-26 17:52,0,0,0,0,,cardtonic,147,743,MrKwajaffa
1574460000000000000,https://x.com/fibibakes/status/1574455407363366914,@Nerogod01 @cardtonic Thank you so much Nero for the Tag????,2022-09-26 17:46,0,0,3,0,,Nerogod01,8921,577,fibibakes
1574450000000000000,https://x.com/Chinenye_Veraa/status/1574448868477091842,@cardtonic Omo my heart just dey beat like ogene drum??????????,2022-09-26 17:20,0,0,0,0,,cardtonic,348,262,Chinenye_Veraa
1574450000000000000,https://x.com/Chinenye_Veraa/status/1574448673957683200,@krypt_levi @cardtonic Is this playing? What type of playing is this ????????,2022-09-26 17:19,0,0,0,0,,krypt_levi,348,262,Chinenye_Veraa
1574440000000000000,https://x.com/cardtonic/status/1574440743820619776,@krypt_levi The test was on Saturday ?? https://t.co/02PbGr9p5Z,2022-09-26 16:48,0,0,1,0,,krypt_levi,15757,48,cardtonic
1574440000000000000,https://x.com/DrMedia11/status/1574435477519831041,@cardtonic I know I can never make it tho,2022-09-26 16:27,0,0,1,0,,cardtonic,27,102,DrMedia11
1574430000000000000,https://x.com/VeekhT/status/1574430793858011136,"@cardtonic Have not seen my result and I completed the test, my PC went off when I was giving the final reviews and providing my demographics to test gorilla.

Every other thing submitted.

Anyone else on this?",2022-09-26 16:08,0,2,0,0,,cardtonic,39,278,VeekhT
1574420000000000000,https://x.com/mara_benezer/status/1574424112008761344,"@cardtonic Heeeii.
God of miracles.
I will be among the winners.
Amen",2022-09-26 15:42,0,0,0,0,,cardtonic,14,96,mara_benezer
1574420000000000000,https://x.com/osunlola_philip/status/1574423030230843392,@cardtonic Abeg no think to much because I will not think twice,2022-09-26 15:37,0,0,1,0,,cardtonic,1019,912,osunlola_philip
1574420000000000000,https://x.com/krypt_levi/status/1574416555521282052,"@cardtonic I'm sad because I know I would have performed well in the front end development assessment.

Any chance the test links sent to some of us might have been inactive from the start?",2022-09-26 15:12,0,0,0,0,,cardtonic,787,721,krypt_levi
1574420000000000000,https://x.com/krypt_levi/status/1574416329410580481,"@cardtonic I just got an email by 3:41pm today to attempt the test, I clicked on the link by 4:05pm and was told the test had been deactivated.",2022-09-26 15:11,0,2,2,0,,cardtonic,787,721,krypt_levi
1574420000000000000,https://x.com/krypt_levi/status/1574416113110511616,"@cardtonic I got the mail two days ago in the afternoon around 3:00pm. I checked by 12:00am in the midnight but I was told that the test had been deactivated.

How long was the link supposed to last for?",2022-09-26 15:10,0,1,0,0,,cardtonic,787,721,krypt_levi
1574410000000000000,https://x.com/GeoffreyGift1/status/1574413213361442816,"@cardtonic I didn't even know what to say in the video part ??
My brain was all messed up ????",2022-09-26 14:58,0,0,0,0,,cardtonic,342,284,GeoffreyGift1
1574410000000000000,https://x.com/GeoffreyGift1/status/1574412905751187462,"@cardtonic The questions where .... ??
Especially in the critical thinking and Adobe Photoshop. I have never use Adobe Photoshop before tho",2022-09-26 14:57,0,0,0,0,,cardtonic,342,284,GeoffreyGift1
1574410000000000000,https://x.com/Legend_Lexxi/status/1574412131604516864,"@cardtonic There's a Bootcamp?  ??, please share details.",2022-09-26 14:54,0,0,0,0,,cardtonic,64,201,Legend_Lexxi
1574410000000000000,https://x.com/cardtonic/status/1574410055402651650,@only1_eyecode @DapsGraphics Got you ??,2022-09-26 14:46,0,0,0,0,,only1_eyecode,15757,48,cardtonic
1574410000000000000,https://x.com/cardtonic/status/1574409120278491136,@OkonkwoGabrie17 @DapsGraphics In your DMs too,2022-09-26 14:42,0,0,0,0,,OkonkwoGabrie17,15757,48,cardtonic
1574410000000000000,https://x.com/OkonkwoGabrie17/status/1574407348734541824,@cardtonic @DapsGraphics I have not gotten mine @cardtonic,2022-09-26 14:35,0,1,0,0,,cardtonic,37,79,OkonkwoGabrie17
1574410000000000000,https://x.com/OkonkwoGabrie17/status/1574407148385222656,@thereal_beebee @cardtonic Have they sent your result?,2022-09-26 14:34,0,1,1,0,,_Zsslibecker_,37,79,OkonkwoGabrie17
1575190000000000000,https://x.com/Kynsofficial/status/1575188375807852545,15 new MacBook for 15 Techies!!! @cardtonic is changing the game!!!!!! and it�s all unfolding before our eyes! I can�t wait!,2022-09-28 18:19,63,74,444,3,,,185954,204,Kynsofficial
1575160000000000000,https://x.com/cardtonic/status/1575161008423071744,"@GemmyEntertain1 ??
Fingers crossed ??",2022-09-28 16:30,0,0,1,0,,GemmyEntertain1,15757,48,cardtonic
1575160000000000000,https://x.com/GemmyEntertain1/status/1575158599248072717,@cardtonic Enjoying my breakfast and drinking my own tears ????,2022-09-28 16:20,0,0,1,0,,cardtonic,925,1327,GemmyEntertain1
1575160000000000000,https://x.com/GemmyEntertain1/status/1575157246425649152,"@cardtonic @cardtonic shared #Upskill result now, everyone body don calm down ????... Are we to expect winners announcement soon?",2022-09-28 16:15,0,1,0,0,,cardtonic,925,1327,GemmyEntertain1
